sentence,sentence_clean,gold_label,label_id
folding wala van thaneko ta. . hoina rahex. . sano x  . led ni battery halnu parne rahex. . ali chitta bujhena,folding wala van thaneko ta hoina rahex sano x led ni battery halnu parne rahex ali chitta bujhena,negative,0
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
black vaneko kaa Green pathako twni tait,black vaneko kaa green pathako twni tait,negative,0
"Feeling annoying, yo mathiko gantees loose xa khali mathi sareko saraii garnu parne kasto product pathako ho yo... toit... hat ko exercise hune raxa khali mathi tala mathi tala😤😤😤",feeling annoying yo mathiko gantees loose xa khali mathi sareko saraii garnu parne kasto product pathako ho yo toit hat ko exercise hune raxa khali mathi tala mathi tala,negative,0
Dherai dherai ramro cha❤️,dherai dherai ramro cha,positive,1
"got it, thank you, dekhda mitho hola jasto xa.",got it thank you dekhda mitho hola jasto xa,positive,1
chaldaina kharab xa,chaldaina kharab xa,negative,0
frequent electric shock lagira xa ke garne hola?,frequent electric shock lagira xa ke garne hola,negative,0
aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina  ani c\nchado purai part haru baira niskiNa thalo,aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina ani c nchado purai part haru baira niskina thalo,negative,0
Chhaka chhito bachindo rahichha and rod pani fuskeko fuskeyi garchha. Suru suru ma ta excited bhayiyo tara use gardai janda dherai jhanjhatilo chha. Product ko idea dherai ramrom chha tara product tyo expectation meet garne khalko chhaina.,chhaka chhito bachindo rahichha and rod pani fuskeko fuskeyi garchha suru suru ma ta excited bhayiyo tara use gardai janda dherai jhanjhatilo chha product ko idea dherai ramrom chha tara product tyo expectation meet garne khalko chhaina,neutral,2
Dami… 👌😎❤️,dami,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
chyateko xa sweater nai...raamro sanga herera ta pathaunu parthyo ni..,chyateko xa sweater nai raamro sanga herera ta pathaunu parthyo ni,negative,0
Aakdam ramro xa 🫣,aakdam ramro xa,positive,1
Glasses price aanushar dherai ramro xa \n150 bhanda ni Kam xa price I just loved it 😘\nAni packaging k kura garnu parda ekdam ramro \nAni product pni ramro xa ❣️\n\nproblem kxa vaney ni chasma Dami xa 😊😁,glasses price aanushar dherai ramro xa n bhanda ni kam xa price i just loved it nani packaging k kura garnu parda ekdam ramro nani product pni ramro xa n nproblem kxa vaney ni chasma dami xa,positive,1
good products ☺️\nthanks,good products nthanks,positive,1
as spected...\nbut price dherai vayo,as spected nbut price dherai vayo,negative,0
cruchy wala magako creamy wala pathayexa,cruchy wala magako creamy wala pathayexa,negative,0
daami xa,daami xa,positive,1
HDMI kaam garena USB matra kaam garcha pot haru ne tight Cha,hdmi kaam garena usb matra kaam garcha pot haru ne tight cha,negative,0
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
5001000 ko note nai naaatdo raix ta \nLina matrai vayo,ko note nai naaatdo raix ta nlina matrai vayo,negative,0
I loved it\ntq daraz,i loved it ntq daraz,positive,1
"aru sabai thikai xa, tarw Rigveda ko Cover bigriyeko xa chyatinla jasto vayera paxadi patti Tape Lagako xu .",aru sabai thikai xa tarw rigveda ko cover bigriyeko xa chyatinla jasto vayera paxadi patti tape lagako xu,negative,0
babal xa,babal xa,positive,1
552 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
ekdamai ramro lagyo... quality pani ramro xa .. loved it,ekdamai ramro lagyo quality pani ramro xa loved it,positive,1
chaldaina kharab xa,chaldaina kharab xa,negative,0
ali kati purano jasto dekheyxa but perfectly work \nprice anusar chai thikai xa,ali kati purano jasto dekheyxa but perfectly work nprice anusar chai thikai xa,positive,1
Damaged,damaged,negative,0
dherai ramro xa very nice ramro lagyo,dherai ramro xa very nice ramro lagyo,positive,1
dami,dami,positive,1
charge vaxain\nreturn garne xu,charge vaxain nreturn garne xu,negative,0
❤️‍🔥aago,aago,positive,1
dherai ramro lagyo. maile aru dherai use gare tara yo babbal lagyo,dherai ramro lagyo maile aru dherai use gare tara yo babbal lagyo,positive,1
🥰 cute xa ramro laagyo 😊,cute xa ramro laagyo,positive,1
dami,dami,positive,1
good ramro xa prize anusarko,good ramro xa prize anusarko,positive,1
Dami xa,dami xa,positive,1
"best 4/5, Jasto sochako tastai aayo ,well satisfied",best jasto sochako tastai aayo well satisfied,positive,1
540 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
ekdum ramro xa... color ta Malai lastai maan pryo😍😍thank you,ekdum ramro xa color ta malai lastai maan pryo thank you,positive,1
Chaha tha kya paya hai kya vane jasto vayo yo ta .. \nali sarai sano vayo. Bowl size ko ta hola vanni socheko the aba k garnu thikai xa rakhidinxu,chaha tha kya paya hai kya vane jasto vayo yo ta nali sarai sano vayo bowl size ko ta hola vanni socheko the aba k garnu thikai xa rakhidinxu,negative,0
Dherai ramro product,dherai ramro product,positive,1
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
earphone baliyo xaina. futne ra chhtney bhaihaalxa,earphone baliyo xaina futne ra chhtney bhaihaalxa,negative,0
"duplicate saman pathayo, so disappointed kaam xaina chor haru...",duplicate saman pathayo so disappointed kaam xaina chor haru,negative,0
"dherai nai ramro, mulayam chha jinis. malai chai man paryo",dherai nai ramro mulayam chha jinis malai chai man paryo,positive,1
dami,dami,positive,1
Build quality ramro xw🌙\nDelivery chai ali dhila gardinu vayo🫡\nTwrw saman ramro xw worth it💰,build quality ramro xw ndelivery chai ali dhila gardinu vayo ntwrw saman ramro xw worth it,positive,1
Alikati maila xa but cute,alikati maila xa but cute,neutral,2
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
"call garda sound ramro sunindaina, microphone le ramro kaam gardain. songs sunna matrai kaam lagchha.?",call garda sound ramro sunindaina microphone le ramro kaam gardain songs sunna matrai kaam lagchha,negative,0
glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,glass ramro bhaideko bhe jhan khatra hunthyo tesle view nai ramro diena so i am no fully satisfied,negative,0
Ekdamei Raamro xa.,ekdamei raamro xa,positive,1
defected,defected,negative,0
ekdam ramro lagyo thanku,ekdam ramro lagyo thanku,positive,1
damii nai lagoo,damii nai lagoo,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
"Blue ma linw khojeko xaina raixa, yoo colour taii ho dirt dekinxa. Tara bag chai ramro xa kinda hunxa ☺️ 5/5",blue ma linw khojeko xaina raixa yoo colour taii ho dirt dekinxa tara bag chai ramro xa kind of hunxa,positive,1
ekdum daami 🔥,ekdum daami,positive,1
Dharaiiiiiiiiiiii ramro xa ♥️ \nThank you daraz 🤝,dharaiiiiiiiiiiii ramro xa nthank you daraz,positive,1
ekdamai khatra xa product\nphoto ma jasto xa testai xa❤️,ekdamai khatra xa product nphoto ma jasto xa testai xa,positive,1
I love It 💞 derai ramro lagyo \nJay Shree Bholebaba,i love it derai ramro lagyo njay shree bholebaba,positive,1
chaldaina nachalne kaam nalaagne vaado pathaidya xa...,chaldaina nachalne kaam nalaagne vaado pathaidya xa,negative,0
18 piece vanera 9 piece matrai pathaunu vayechha.\nScamm,piece vanera piece matrai pathaunu vayechha nscamm,negative,0
Derai Ramro,derai ramro,positive,1
earphone baliyo xaina. futne ra chhtney bhaihaalxa,earphone baliyo xaina futne ra chhtney bhaihaalxa,negative,0
2 litre ko bhanera order gareko.. auda 1.8litre ko matra aayo,litre ko bhanera order gareko auda litre ko matra aayo,negative,0
ekdam ramroo,ekdam ramroo,positive,1
ekdam ramro chha,ekdam ramro chha,positive,1
Calming Tone up sunscream \npathauni maile \nMineral 100 calming  vanyeko,calming tone up sunscream npathauni maile nmineral calming vanyeko,negative,0
😍 got it and love it ! ❤️ suruma  tah la stickers ra charm tah raina xa aauta daekhayaera aarko bachyo 😫 lagyathyo but bhitra raixa 😝 ani aarko kura 6 ota charm hunu parnaema 4 ota matra pathaunu vako raixa 😞 otherthen that its wow 🥰,got it and love it suruma tah la stickers ra charm tah raina xa aauta daekhayaera aarko bachyo lagyathyo but bhitra raixa ani aarko kura ota charm hunu parnaema ota matra pathaunu vako raixa otherthen that its wow,positive,1
"Good side\npani 4,5 min mai tatdo raixa \n automatic banda hune \npocket ni xa \n3 hours samma pani tato thyo \nBad side\nplug alik daro rainaxa \nalik kam pani raxa\nYo kami we can adjust yetiko price ma \nso overall 5star product",good side npani min mai tatdo raixa n automatic banda hune npocket ni xa n hours samma pani tato thyo nbad side nplug alik daro rainaxa nalik kam pani raxa nyo kami we can adjust yetiko price ma nso overall star product,positive,1
delivery vaneko date ma nagarne msg reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,delivery vaneko date ma nagarne message reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,negative,0
"Euta kattu ko silaai bigreko chha, online ma yei samasya bhairachha ke, bigreka defective piece saltaune seller ko behora le garda online shopping badnam chha. Daraz is great tara jaba samma sellers ko niyat sudhranna estai bhairanchha. I know packaging garne ko galti hola, sahi ji le ali kada urdi dina paryo, \""online delivery ko lagi pathaune san ko quality RAMRO huna paryo\"" bhanera. Customer sgadi chhaina inspect garna bhandaima thagi ra hepai ko niyat rakhna bhayena. Return policy chha, i know, tara euta jabo saman ko pachhadi kati din kudnu ke hami!? Euta naramro, aru duita ramro chha. Chij daam anusar thik chha.",euta kattu ko silaai bigreko chha online ma yei samasya bhairachha ke bigreka defective piece saltaune seller ko behora le garda online shopping badnam chha daraz is great tara jaba samma sellers ko niyat sudhranna estai bhairanchha i know packaging garne ko galti hola sahi ji le ali kada urdi dina paryo online delivery ko lagi pathaune san ko quality ramro huna paryo bhanera customer sgadi chhaina inspect garna bhandaima thagi ra hepai ko niyat rakhna bhayena return policy chha i know tara euta jabo saman ko pachhadi kati din kudnu ke hami euta naramro aru duita ramro chha chij daam anusar thik chha,negative,0
dherai nai sano raixa,dherai nai sano raixa,negative,0
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
fata haru watch dekhda ramro sala mechanism chai purai low quality halako6 suruma kina chaldaina vanako thya battery sakiyo hola vanako thya naya battery hala feri pani chaldaina pa6i thapaya yesko watch mechanism purai low quality ko halako6 vanna ....,fata haru watch dekhda ramro sala mechanism chai purai low quality halako suruma kina chaldaina vanako thya battery sakiyo hola vanako thya naya battery hala feri pani chaldaina pa i thapaya yesko watch mechanism purai low quality ko halako vanna,negative,0
A31 bhanera A51 cover pathaidira thukka,a bhanera a cover pathaidira thukka,negative,0
Colour design sabae thik chha\nTara dherae patalo hundo rae chha\nDelivery ta time mae bhayo 2days ma nae.,colour design sabae thik chha ntara dherae patalo hundo rae chha ndelivery ta time mae bhayo days ma nae,positive,1
55×25×40cm size vanera 39×11.5×26cm pathaunu  bhaxa,cm size vanera cm pathaunu bhaxa,negative,0
Ek dam ramro layo 3 set magaye ☺️🙏,ek dam ramro layo set magaye,positive,1
Charge chai ekxin pani tikdaina .. charger jodera mtra kaam lagxa,charge chai ekxin pani tikdaina charger jodera mtra kaam lagxa,negative,0
"call garda sound ramro sunindaina, microphone le ramro kaam gardain. songs sunna matrai kaam lagchha.?",call garda sound ramro sunindaina microphone le ramro kaam gardain songs sunna matrai kaam lagchha,negative,0
Ekdam ramro lagyo.\n,ekdam ramro lagyo n,positive,1
"euta ko pic dekhayera arko Saman pathaune?k ho yesto?firta gardinchu,yesta jabo kasle laucha yo jhur cap?",euta ko pic dekhayera arko saman pathaune k ho yesto firta gardinchu yesta jabo kasle laucha yo jhur cap,negative,0
Chitta bujhdo xa,chitta bujhdo xa,positive,1
book ramro xa but mero ma pg 135 dekhi 512 samma gayev raixa and 512 dekhi last samma book nai double xa \nreturn mageko xu \n\nferi order garda ramro rw complete aahoss,book ramro xa but mero ma pg dekhi samma gayev raixa and dekhi last samma book nai double xa nreturn mageko xu n nferi order garda ramro rw complete aahoss,negative,0
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
Duplicate maal.....Saag hoina chari amilo ghas umriyo...,duplicate maal saag hoina chari amilo ghas umriyo,negative,0
Dami….👍👍👍,dami,positive,1
2 litre ko bhanera order gareko.. auda 1.8litre ko matra aayo,litre ko bhanera order gareko auda litre ko matra aayo,negative,0
547 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,rupee liyer na ramamro cover pathaeko chh nmatra chorne kam chh yo,negative,0
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
hoiyaaa,hoiyaaa,neutral,2
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
"dherai nai ramro, mulayam chha jinis. malai chai man paryo",dherai nai ramro mulayam chha jinis malai chai man paryo,positive,1
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
colour  ali chado jany raixa,colour ali chado jany raixa,negative,0
Bluetooth bigreko parexa check garerw dinu parxa nii,bluetooth bigreko parexa check garerw dinu parxa nii,negative,0
Daami xa price anusar,daami xa price anusar,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
ek daami ramro xa delivery dheri chito auuxa under 30hrs,ek daami ramro xa delivery dheri chito auuxa under hrs,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
Eauta thulo Eauta sano thyo !!\nEautai eautai size ko pathaunu ni!!,eauta thulo eauta sano thyo neautai eautai size ko pathaunu ni,negative,0
Color ni mithoo ramrooo xa,color ni mithoo ramrooo xa,positive,1
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
Charge nai tikirako xaina yrr 3/4 ghanta charge garda ni light ekxin mai nivihalxa,charge nai tikirako xaina yrr ghanta charge garda ni light ekxin mai nivihalxa,negative,0
good ramroi cha tara haat bhanda sano raicha☹️,good ramroi cha tara haat bhanda sano raicha,positive,1
dami. ramro xa,dami ramro xa,positive,1
expect Gareko jastai clean.. ekdam ramro raichha.,expect gareko jastai clean ekdam ramro raichha,positive,1
Eauta thulo Eauta sano thyo !!\nEautai eautai size ko pathaunu ni!!,eauta thulo eauta sano thyo neautai eautai size ko pathaunu ni,negative,0
dami dami ekdam ramro lagyo♥️,dami dami ekdam ramro lagyo,positive,1
